#EGSEsame cycles
#Nombre de cycles: 9 (soit 0 h 0.0)
#Niveau bas du triangle : 47.00 %
#Niveau haut du triangle : 73.00 %
#Pente du triangle : 7.80 %
#
#Heure	DNI	ConsigneSesame	ConsigneNormaliseeSesame	TensionSesame	TensionPyrometre
2017-03-30	12:32:42	1048.330000	0.000000	0.000000	5.000000	-0.001635	-0.002109	
2017-03-30	12:32:43	1048.710000	0.391667	0.373475	4.962653	0.000193	0.000329	
2017-03-30	12:32:44	1048.330000	0.783725	0.747594	4.925241	-0.000416	0.001548	
2017-03-30	12:32:45	1048.460000	1.176175	1.121812	4.887819	-0.001026	-0.001499	
2017-03-30	12:32:46	1048.970000	1.567842	1.494649	4.850535	-0.000416	-0.002109	
2017-03-30	12:32:47	1048.970000	1.959117	1.867658	4.813234	-0.001635	-0.001499	
2017-03-30	12:32:48	1049.230000	2.350392	2.240111	4.775989	-0.001026	-0.003328	
2017-03-30	12:32:49	1049.490000	2.742450	2.613126	4.738687	-0.000416	0.001548	
2017-03-30	12:32:50	1049.490000	3.134508	2.986697	4.701330	-0.000416	-0.000890	
2017-03-30	12:32:51	1049.610000	3.526175	3.359510	4.664049	-0.000416	-0.003328	
2017-03-30	12:32:52	1049.490000	3.917450	3.732718	4.626728	-0.001026	-0.001499	
2017-03-30	12:32:53	1049.360000	4.309508	4.106797	4.589320	-0.001026	0.000939	
2017-03-30	12:32:54	1049.610000	4.701175	4.478973	4.552103	0.000803	0.002767	
2017-03-30	12:32:55	1049.610000	5.092450	4.851754	4.514825	-0.001635	-0.003328	
2017-03-30	12:32:56	1049.610000	5.484117	5.224909	4.477509	-0.001635	-0.003328	
2017-03-30	12:32:57	1049.610000	5.875783	5.598063	4.440194	0.000193	0.000329	
2017-03-30	12:32:58	1049.610000	6.267450	5.971218	4.402878	0.000193	0.003377	
2017-03-30	12:32:59	1049.740000	6.659117	6.343587	4.365641	-0.000416	-0.001499	
2017-03-30	12:33:00	1049.870000	7.051175	6.716236	4.328376	0.002022	0.002767	
2017-03-30	12:33:01	1049.870000	7.442450	7.088925	4.291107	-0.001026	0.001548	
2017-03-30	12:33:02	1050.000000	7.834508	7.461437	4.253856	0.000803	0.002158	
2017-03-30	12:33:03	1050.130000	8.226175	7.833483	4.216652	0.000193	0.002158	
2017-03-30	12:33:04	1050.000000	8.617842	8.207468	4.179253	-0.001026	-0.002109	
2017-03-30	12:33:05	1050.130000	9.009508	8.579422	4.142058	-0.001635	-0.002109	
2017-03-30	12:33:06	1050.130000	9.401175	8.952392	4.104761	-0.000416	0.001548	
2017-03-30	12:33:07	1050.260000	9.793233	9.324580	4.067542	0.000803	0.002767	
2017-03-30	12:33:08	1050.390000	10.184900	9.696303	4.030370	-0.000416	0.000329	
2017-03-30	12:33:09	1050.130000	10.576958	10.072047	3.992795	-0.000416	0.000329	
2017-03-30	12:33:10	1050.000000	10.968625	10.446310	3.955369	-0.001635	-0.000280	
2017-03-30	12:33:11	1050.130000	11.360683	10.818359	3.918164	-0.001026	-0.001499	
2017-03-30	12:33:12	1050.390000	11.752350	11.188559	3.881144	0.000803	-0.000280	
2017-03-30	12:33:13	1050.260000	12.144408	11.563240	3.843676	0.000193	-0.002109	
2017-03-30	12:33:14	1050.390000	12.536467	11.935059	3.806494	-0.001026	-0.002109	
2017-03-30	12:33:15	1050.260000	12.928525	12.309833	3.769017	-0.000416	-0.000890	
2017-03-30	12:33:16	1050.510000	13.320192	12.679738	3.732026	-0.001635	-0.003328	
2017-03-30	12:33:17	1050.510000	13.711858	13.052573	3.694743	-0.001635	-0.004547	
2017-03-30	12:33:18	1050.770000	14.103133	13.421713	3.657829	-0.001026	-0.001499	
2017-03-30	12:33:19	1050.770000	14.495192	13.794828	3.620517	-0.001026	-0.000890	
2017-03-30	12:33:20	1050.900000	14.886858	14.165818	3.583418	-0.001635	-0.001499	
2017-03-30	12:33:21	1050.770000	15.279308	14.541059	3.545894	-0.001635	-0.002718	
2017-03-30	12:33:22	1050.900000	15.671367	14.912329	3.508767	-0.001635	-0.002718	
2017-03-30	12:33:23	1051.290000	16.062642	15.278983	3.472102	-0.001026	-0.000280	
2017-03-30	12:33:24	1051.540000	16.454700	15.648192	3.435181	-0.001635	-0.003328	
2017-03-30	12:33:25	1051.670000	16.846367	16.018681	3.398132	-0.001026	-0.004547	
2017-03-30	12:33:26	1051.800000	17.238033	16.389079	3.361092	-0.001026	-0.002718	
2017-03-30	12:33:27	1051.670000	17.629700	16.763529	3.323647	-0.001026	-0.001499	
2017-03-30	12:33:28	1051.290000	18.021367	17.142146	3.285785	-0.000416	-0.002718	
2017-03-30	12:33:29	1051.540000	18.413033	17.510540	3.248946	-0.001026	-0.001499	
2017-03-30	12:33:30	1051.290000	18.804700	17.887262	3.211274	-0.001026	-0.003328	
2017-03-30	12:33:31	1051.410000	19.195975	18.257364	3.174264	-0.001026	-0.000890	
2017-03-30	12:33:32	1051.670000	19.588033	18.625646	3.137435	-0.001026	-0.000890	
2017-03-30	12:33:33	1051.800000	19.979700	18.995722	3.100428	-0.001635	-0.003937	
2017-03-30	12:33:34	1051.930000	20.371367	19.365706	3.063429	-0.000416	-0.001499	
2017-03-30	12:33:35	1051.800000	20.763033	19.740477	3.025952	-0.001026	-0.003328	
2017-03-30	12:33:36	1051.930000	21.155092	20.110741	2.988926	-0.001026	-0.003328	
2017-03-30	12:33:37	1051.670000	21.546367	20.487764	2.951224	-0.001635	-0.002109	
2017-03-30	12:33:38	1051.410000	21.938425	20.865718	2.913428	-0.000416	-0.000890	
2017-03-30	12:33:39	1051.290000	22.330483	21.241031	2.875897	-0.001635	-0.002109	
2017-03-30	12:33:40	1051.160000	22.722542	21.616635	2.838337	-0.001026	-0.002718	
2017-03-30	12:33:41	1051.160000	23.114600	21.989611	2.801039	0.000193	-0.002718	
2017-03-30	12:33:42	1051.030000	23.505875	22.364609	2.763539	-0.001026	-0.003328	
2017-03-30	12:33:43	1050.900000	23.897933	22.740445	2.725956	0.000193	0.000329	
2017-03-30	12:33:44	1050.900000	24.289600	23.113141	2.688686	-0.000416	-0.002718	
2017-03-30	12:33:45	1051.410000	24.681267	23.474445	2.652555	-0.000416	-0.000280	
2017-03-30	12:33:46	1051.030000	25.072933	23.855583	2.614442	-0.000416	-0.000280	
2017-03-30	12:33:47	1050.770000	25.464600	24.234228	2.576577	-0.000416	0.002158	
2017-03-30	12:33:48	1050.640000	25.856267	24.610015	2.538998	0.000193	0.002767	
